id,tool,token,lemma,assigned_pos,context,absolute_freq,pos_correct,correct_pos,lemma_correct,correct_lemma
501,Stanza,bratrsky,bratrsky,ADV,"Snaží se sám sebe přesvědčit, že se ji snaží jen bratrsky chránit.",7,yes,,yes,
502,Stanza,navázaná,navázaný,ADJ,"Za mě je zásadní to, aby budova byla více navázaná na charakter okolní zástavby,“ sdělil radní pro územní rozvoj Filip Chvátal (KDU-ČSL).",57,yes,,yes,
503,UDPipe,Uylenburgh,Uylenburgh,PROPN,"Rembrandt: Saskia von Uylenburgh jako dívka, 1633.",3,yes,,yes,
504,Stanza,informace,informace,NOUN,"Získá informace již teď a ušetříme drahocenný čas,“ uvedl generální ředitel Philipp Walter.",14898,yes,,yes,
505,Stanza,chystá,chystat,VERB,"Mercedes-Benz Group, který dlouho v prodeji elektromobilů zaostával za BMW, se chystá uvést na trh několik nových modelů, aby podpořil poptávku.",5306,yes,,yes,
506,Stanza,nálety,nálet,NOUN,"Nepořádek, nálety, popadané větve, některé dřeviny nemocné, prostě džungle.",361,yes,,yes,
507,UDPipe,pařilo,pařit,VERB,Jak se pařilo ve slavné vile hříchů?,8,yes,,yes,
508,UDPipe,nenazývala,nazývat,VERB,"Už v zásadě podpořila RUsko, když oznámila, že by dnešní bombardování nenazývala válkou.",7,yes,,yes,
509,UDPipe,několik,několik,DET,V letech 1945 až 1948 patřil Toman v poválečném Československu mezi několik málo mocných úředníků s velkým vlivem a neomezenými pravomocemi.,42672,yes,,yes,
510,UDPipe,Berani,Beran,PROPN,"Berani mají dost hráčů schopných rozhodnout Dají rychlé góly, zachytá gólman.",140,yes,,yes,
511,Stanza,travnatého,travnatý,ADJ,Unikátním prvkem je zahloubení modlitebny do travnatého terénu.,53,yes,,yes,
512,UDPipe,Prokuratura,prokuratura,NOUN,"Prokuratura oznámila, že sedmdesátiletý byznysmen se k majetku v 90. letech dostal v rámci nezákonné privatizace, a obvinila ho z podvodu.",214,yes,,yes,
513,Stanza,s,s,ADP,"Na otázku jednání se zbylými neúspěšnými kandidáty Korčok vyjmenoval, že s expremiérem Igorem Matovičem je v kontaktu, ale výsledek zatím nemá, kdežto s historikem Patrikem Dubovským je to prý na dobré cestě.",557020,yes,,yes,
514,UDPipe,obyvatelstvu,obyvatelstvo,NOUN,"V Británii zase tvořili 35 % nakažených, i když je jich jinak v obyvatelstvu jen 14 %.",282,yes,,yes,
515,UDPipe,Lutyens,Lutyens,PROPN,V roce 1918 byl Lutyens povýšen na rytíře.,2,yes,,yes,
516,UDPipe,extrémním,extrémní,ADJ,"Kierkegaard: A Kind of Poet (Kierkegaard: Druh básníka), University of Pennsylvania Press, 1971, Jeho dvě populární myšlenky jsou „subjektivita“, Kierkegaard není extrémním subjektivistou; nezavrhl by význam objektivních pravd.",371,yes,,yes,
517,UDPipe,Petzet,Petzet,PROPN,"Autorem projektu je kadaňský vilový architekt a stavitel Johann Petzet, který jej vyhotovil na zakázku pro kadaňského učitele a pedagoga Rudolfa Schuberta.",7,yes,,yes,
518,UDPipe,výzkumné,výzkumný,ADJ,"Vědci z Národní výzkumné rezervace Mission-Aransas v americkém Texasu na sociálních sítích pravidelně zveřejňují fotky panenek, které během práce nalézají na plážích u pobřeží Mexického zálivu.",581,yes,,yes,
519,Stanza,"""","""",PUNCT,"Nikdy jsem netočila film, kde by bylo tak těžké proniknout k aktérům,"" svěřuje se Amboová.",188987,yes,,yes,
520,UDPipe,natrvalo,natrvalo,ADV,"Rozhodla se přestěhovat k rodině natrvalo, aby vykonávala práci hospodyně.",451,yes,,yes,
521,Stanza,Lajtárem,Lajtár,PROPN,Roubíček tehdy se svým devatenáctiletým komplicem Alešem Lajtárem brutálně zavraždil milence Miloše Knorra a Štefana Kissa.,2,yes,,yes,
522,Stanza,ztotožní,ztotožnit,VERB,"V případě, že se soud ztotožní s právní kvalifikací policejního orgánu, hrozí mu trest odnětí svobody v délce trvání na 15-25 let, případně trest výjimečný,“ řekl k pachateli násilného trestného činu v Plzni.",23,yes,,yes,
523,Stanza,zjištěny,zjištěný,ADJ,"Přesto, že byly zjištěny ještě další okolnosti (např. přetížení 119 kg), k objasnění nehody to nepostačovalo.",151,yes,,yes,
524,UDPipe,wagnerovci,wagnerovec,NOUN,Ozbrojenci soukromé vojenské organizace známí jako wagnerovci v sobotu obsadili Rostov na Donu a Voroněž.,191,yes,,yes,
525,UDPipe,",",",",PUNCT,"Čínské tajnůstkářství, podvádění a tutlání umožnilo (viru) rozšířit se do celého světa,"" řekl prezident.",5009644,yes,,yes,
526,UDPipe,Ale,ale,CCONJ,"Ale je zřejmé, že se nerozešli úplně v dobrém, protože ve čtvrtek se potkali u soudu!",33999,yes,,yes,
527,Stanza,Peloton,peloton,NOUN,Peloton se po startu z Cartageny během větrného dne často dělil.,32,yes,,yes,
528,UDPipe,reálný,reálný,ADJ,"V dnešní době plné neomezených možností, jak vylepšit image, se zaměřujeme na reálný prožitek bez spoilerů, na upřímnost a vřelost,“ představil nové téma veřejnosti ředitel JCCR Jaromír Polášek.",620,yes,,yes,
529,UDPipe,prorval,prorvat,VERB,Vedle tažení obměněného Fenerbahce Istanbul za překvapením se nově Jan Veselý prorval i do TOP 10 nejlepších doskakovačů historie soutěže.,9,yes,,yes,
530,UDPipe,Finals,Finals,X,To vše se zapíše černým písmem do kroniky WTA Finals.,47,yes,,yes,
531,Stanza,plastika,plastika,NOUN,Samostatná plastika víček se provádí obvykle v lokální anestezii.,188,yes,,yes,
532,UDPipe,do,do,ADP,"Sekl mě s ní do hlavy a chystal se k druhé ráně, to už jsem ležel v příkopu.",478308,yes,,yes,
533,UDPipe,Strategies,Strategies,X,"Na volné noze vyšlo v roce 2019 v nakladatelství Jan Melvil Publishing pod názvem The Freelance Way: Best Business Practices, Tools & Strategies for Freelancers.",7,yes,,yes,
534,UDPipe,starověkém,starověký,ADJ,"Zejména to byly spisy novoplatónských autorů, které až do moderní doby ovlivňovaly smýšlení Evropanů o starověkém Egyptě, uvádějí autoři výstavy.",74,yes,,yes,
535,Stanza,zatlačit,zatlačit,VERB,"Když se mu podařilo zatlačit Trójany až k městu, dospěl ke konci svojí nedlouhé, přesto slavné životní dráhy.",197,yes,,yes,
536,Stanza,podezření,podezření,NOUN,"Uvedl, že jeho klient dostal výzvu ke zpřístupnění filmu před veřejnou premiérou kvůli podezření Fortuny, že by ve filmu mohlo dojít ke zneužití jejího názvu a loga a že by firma mohla být vyobrazena poškozujícím způsobem.",3948,yes,,yes,
537,UDPipe,?,?,PUNCT,Svatba Terezy Bebarové po 27 letech vztahu?,135533,yes,,yes,
538,Stanza,intuici,intuice,NOUN,"Jak moc při přípravě na Prostor X využívá rešerše, jak moc empatii a intuici?",96,yes,,yes,
539,UDPipe,lepší,lepší,ADJ,"I přes vliv indoktrinace si oba muži nakonec uvědomili, že uskupení nebojuje za čistší ani lepší formu islámu, ale spíše jeho pokroucenou a pomýlenou variantu.",13336,yes,,no,dobrý
540,Stanza,Karlovarském,karlovarský,ADJ,"Piráti a Starostové se nejprve u Nejvyššího správního soudu (NSS) domáhali vyslovení neplatnosti zvolení Ondøeje Babky (ANO) v Jihoèeském kraji, Karly Maøíkové (SPD) v Karlovarském kraji a Jaroslava Dvoøáka (SPD) ve Zlínském kraji.",605,yes,,yes,
541,UDPipe,Emma,Emma,PROPN,"Jak starší Lea (22), tak mladší Emma (19) totiž zvolily úplně stejný modelinspirovaný čínským folklorem.",497,yes,,yes,
542,Stanza,Jiného,jiný,ADJ,"Jiného pachatele dávno promlčeného činu naopak museli policisté div ne chlácholit, ať se nebojí přiznat, že už mu kriminál nehrozí.",30,yes,,yes,
543,Stanza,pomůckami,pomůcka,NOUN,"A i tohle nebyla žádná rychlá jízda po dálnici, ale cvičná jízda v na vymezeném okruhu, navíc se všemi ochrannými pomůckami,“ vysvětlil Kolář s tím, že prezident rozhodně nevyhledává žádné extrémní nebo nebezpečné sporty.",145,yes,,yes,
544,UDPipe,převážná,převážný,ADJ,"Zimolezovité (v širokém pojetí čeledi) jsou rozšířeny téměř po celém světě, převážná většina druhů však roste v severním mírném pásu.",115,yes,,yes,
545,Stanza,Vincent,Vincent,PROPN,"Než se jí rodina rozrostla o dalšího chlapečka, kterého pojmenovala Vincent, prošla si velmi složitým porodem.",346,yes,,yes,
546,Stanza,fare,fare,X,"Právě odtud pochází poučka ""fare bella figura"" neboli ""udělej dobrý dojem"".",1,yes,,yes,
547,UDPipe,druhu,druh,NOUN,"Patrně je to dáno tím, že se nachází na okraji areálu výskytu druhu a zdejší životní podmínky mu příliš nesvědčí.",3185,yes,,yes,
548,Stanza,predikuje,predikovat,VERB,"Podle střednědobého modelu GFS ensemble, který predikuje vývoj počasí až do 4. listopadu, předpokládají odborníci nadprůměrné teploty vzduchu do 25. října, poté se začnou vracet k dlouhodobým hodnotám.",66,yes,,yes,
549,UDPipe,Myšička,Myšička,PROPN,"Vica Kerekes jako Jana, Martin Myšička coby Ludvík a Karel Roden v roli Ondřeje.",26,yes,,yes,
550,Stanza,Těžba,těžba,NOUN,"Těžba začala v roce 2004, kdy byl projekt na recyklaci zemního plynu – s kapalinami (kondenzovaný, propan a butan) zbaven surového pramene a exportován.",216,yes,,yes,
551,Stanza,Zondu,Zond,PROPN,Letem Zondu 8 byla řada letů prototypu kosmické lodě určené pro (neuskutečněné) přistání kosmonautů SSSR ukončena.,3,yes,,no,Zondu
552,UDPipe,urputnosti,urputnost,NOUN,"Zmíněné ústupky neznamenají nic jiného, než že se členové vlády trochu zalekli své vlastní urputnosti z prvních dní po atentátu, která jim možná uškodila v evropských volbách a snaží se trochu uchlácholit veřejnost.",13,yes,,yes,
553,Stanza,školeních,školení,NOUN,"A to nejen v terénu, ale i na specializovaných školeních.",19,yes,,yes,
554,Stanza,HLN,HLN,NOUN,Epidemiolog Pierre Van Damme podle listu HLN hájil rozhodnutí nechat je v chodu co nejdéle.,2,no,X,yes,
555,Stanza,rekordmanem,rekordman,NOUN,"Aktuálním rekordmanem je uživatel „Dodi“ z USA, který jen na reklamách vygeneroval v dubnu (tedy za pár dní v měsíci) neuvěřitelných 51 tisíc korun!",141,yes,,yes,
556,Stanza,Opavska,Opavsko,PROPN,Celkem by se z Opavska a Ostravska mělo evakuovat více než 15 000 lidí.,39,yes,,yes,
557,UDPipe,Koupila,koupit,VERB,"Koupila je Pozemková banka v Praze, která ve stejném roce prodala velkostatek Cetechovice a zámek Josefu Šimonovi.",65,yes,,yes,
558,Stanza,181,181,NUM,"Vyléčilo se 1 235 lidí, v nemocnicích s touto nákazou zemřelo 181 pacientů.",225,yes,,yes,
559,Stanza,šíleného,šílený,ADJ,Americký prezident Joe Biden ve středu označil ruskou hlavu státu Vladimira Putina za „šíleného hajzla“.,155,yes,,yes,
560,Stanza,srovnávalo,srovnávat,VERB,"Když se teď dělal kontrolní nákup, srovnávalo se Rakousko, Slovensko, Německo, Polsko a my, tak jsme už vyšli jako třetí nejlevnější.",5,yes,,yes,
561,UDPipe,našlo,najít,VERB,"Tohle znamená, že mnoho z nich si našlo nový způsob, jak přežít.",722,yes,,yes,
562,Stanza,regiony,region,NOUN,"Počty nakažených koronavirem v Německu rychle rostou a stoupá také počet hospitalizovaných, pro regiony tak nastal čas zavést další karanténní opatření.",1000,yes,,yes,
563,UDPipe,Molotovovy,Molotovův,ADJ,Místo rozlévání piva nyní ve lvovském pivovaru Pravda vyrábějí Molotovovy koktejly.,19,yes,,yes,
564,UDPipe,titulky,titulek,NOUN,"Každý měsíc přibývají další, řada z nich je opatřená českými titulky.",459,yes,,yes,
565,Stanza,zaspali,zaspat,VERB,Na rozdíl od zbytku Evropy jsme poměrně dost zaspali.,41,yes,,yes,
566,Stanza,měna,měna,NOUN,"Česká měna prudce oslabila na přelomu loňského února a března, když Rusko zahájilo vojenský útok na Ukrajinu.",681,yes,,yes,
567,UDPipe,bezpilotní,bezpilotní,ADJ,"Ruské ministerstvo obrany později sdělilo, že dnes ráno provedlo útok na továrny na Ukrajině, kde se vyrábějí dělostřelecké granáty, střelný prach a bezpilotní prostředky.",646,yes,,yes,
568,UDPipe,Plzeň,Plzeň,PROPN,Viktoria Plzeň jako první z českých klubů začíná pouť evropskými poháry ve 2. předkole Ligy mistrů.,4320,yes,,yes,
569,UDPipe,dějiště,dějiště,NOUN,Reprezentanti si po čtvrtečním příletu do dějiště Eura před polednem poprvé zatrénovali v Norderstedtu na stadionu tamního týmu ze čtvrté německé ligy.,240,yes,,yes,
570,Stanza,posouvá,posouvat,VERB,Role rozhodčího je pořád těžší a pomalinku se posouvá za televizní kamery.,622,yes,,yes,
571,Stanza,žlutou,žlutý,ADJ,Hlavní rozhodčí po konzultaci s asistentem udělil Krmenčíkovi žlutou kartu a zadákovi Bornea dal červenou.,1161,yes,,yes,
572,UDPipe,rozmyšlenou,rozmyšlená,NOUN,"Rozhodnutí soudu není pravomocné, státní zástupce Lukáš Pauldura si ponechal lhůtu na rozmyšlenou.",152,yes,,yes,
573,UDPipe,1942,1942,NUM,Od tohoto data až do 20. ledna 1942 pak hodnost generálmajora byla nejvyšší generálkou hodností této složky.,1715,yes,,yes,
574,Stanza,non,non,X,"Naprosto demoralizované zbytky Bedřichových sil následovaly svého pána, podle kronikáře prý rozprášené tak, že „ani dva nezůstali spolu“ (ita ut non remanerent duo pariter).",175,yes,,yes,
575,UDPipe,Pětaosmdesátiletá,pětaosmdesátiletý,ADJ,"Pětaosmdesátiletá seniorka zaútočila na druhou pacientku ráno, pokusila se ji udusit polštářem.",8,yes,,yes,
576,UDPipe,nastupuje,nastupovat,VERB,"Brazilský křídelník si po návratu z hostování v Baníku vybojoval solidní pozici, pravidelně nastupuje v základu.",759,yes,,yes,
577,Stanza,testují,testovat,VERB,Technologii aktuálně testují na CityElefantech.,371,yes,,yes,
578,UDPipe,televize,televize,NOUN,"Svým zjevem, odíváním a líčením působila podivně, avšak občas ji díky tomu pozvala televize do některého zábavného pořadu.",8973,yes,,yes,
579,UDPipe,tlakovém,tlakový,ADJ,Ani u těchto modelů nesaháme za žádných okolností po tlakovém čističi.,15,yes,,yes,
580,Stanza,Čuba,Čuba,PROPN,"Další ostravskou novostavbou bude nová scéna Divadla Mír spadající pod společnost Elieva, kterou vlastní herec Albert Čuba.",37,yes,,yes,
581,Stanza,Akčního,akční,ADJ,Lídři NATO se v úterý ve Vilniusu shodli na odstranění Akčního plánu členství z procesu připojení Ukrajiny k Severoatlantické.,30,yes,,yes,
582,UDPipe,telegram,telegram,NOUN,"Rusové pokračují v útocích na Lysyčansk v Luhanské oblasti a snaží se ho odříznout, uvedl na sociální síti telegram místní gubernátor Serhij Hajdaj.",148,yes,,yes,
583,Stanza,pátou,pátý,ADJ,"Při přechodu elektronu mezi první a druhou energetickou hladinou vzniká čára Lα (s vlnovou délkou 121,5 nm), při přechodu mezi první a třetí čára Lβ (102,5 nm), mezi prvou a čtvrtou čára Lγ (97,2 nm), mezi prvou a pátou čára Lδ (94,9 nm).",841,yes,,yes,
584,Stanza,.,.,PUNCT,Za hlavu hodil i kuriózní problémy s rolbou.,5115125,yes,,yes,
585,UDPipe,zažívalo,zažívat,VERB,"Na jaře a zkraje léta, kdy Maďarsko zažívalo nejtvrdší lockdown, jsme utekli do slovinských hor, což bylo za daných podmínek lepší než se zavřít v bytě ve velkoměstě.",40,yes,,yes,
586,Stanza,V,v,ADP,V Berlíně dnes dopoledne natekla voda po prudkém lijáku na koleje jedné ze stanic metra.,289337,yes,,yes,
587,Stanza,nočních,noční,ADJ,Vyšetřování nehody a odklízení jejích následků potrvá do nočních hodin.,795,yes,,yes,
588,UDPipe,ráno,ráno,ADV,"Na Moravské náměstí v Brně k testovacímu stanu ráno dorazilo výrazně méně lidí než ve čtvrtek, v první den testování kolektivní imunity proti koronaviru.",11819,yes,,yes,
589,Stanza,kamarádek,kamarádek,NOUN,"Například žena kterou jsem předtím neznala, je teď jedna z mých nejbližších kamarádek, vídám se s ní pořád,“ uvedla.",149,yes,,yes,
590,UDPipe,mravů,mrav,NOUN,"Ti z nich, kdo jsou schopni svůj stav reflektovat, vidí v jevu všestranného zhrubnutí a primitivizace mravů nepřímý důkaz postupujícího pokroku.",76,yes,,yes,
591,UDPipe,namletých,namletý,ADJ,"Jelítka si připravuje sám a kromě vařeného bůčku, namletých škvarků, špaldových krup a krve do nich dává trhané kachní maso a tučná játra neboli foie gras.",1,yes,,yes,
592,UDPipe,Fóra,fórum,NOUN,"Hosty jsou senátor Marek Hilšer, autor webu Visegradský jezdec Karel Paták, režisér Damián Vondrášek a Monika Marková z Fóra mobilních hospiců.",52,yes,,yes,
593,UDPipe,Veličenstva,veličenstvo,NOUN,Od roku 1901 až do roku 1952 se divadlo jmenovalo Divadlo Jeho Veličenstva.,80,yes,,yes,
594,UDPipe,by,být,AUX,"Nohavice by měly být dlouhé ale můžou být i zahnuté (celý tým musí mít stejnou délku a barvu nohavic), rukávy krátké či dlouhé (u dětí musí být rukávy dlouhé).",365381,yes,,yes,
595,Stanza,22,22,NUM,Nejhledanější vrah Evropy: 22 let policii uniká a teď.,11103,yes,,yes,
596,UDPipe,ulicích,ulice,NOUN,"Po smrti Hürrem Sultan na ulicích plakalo nespočet poddaných spolu se samotným sultánem, který za běžným okolností zůstával v době smrti člena rodiny v paláci.",2218,yes,,yes,
597,UDPipe,Petr,Petr,PROPN,"Petr měl i spoustu práce, neměli jsme na sebe čas.",18588,yes,,yes,
598,Stanza,ostychu,ostych,NOUN,"Podle analýzy BCG by se na dalším růstu podílu měli podílet zejména starší zákazníci, kteří se postupně zbavují ostychu vůči internetu.",48,yes,,yes,
599,Stanza,Já,já,PRON,"Já ji zrovna silnou nemám, tak mě to hodně zdravotně postihlo,“ uvedla veteránka a přiznala, že po válce trpěla silnými depresemi.",10462,yes,,yes,
600,Stanza,sanačního,sanační,ADJ,"Strážníci uhynulé korýše umístili do sanačního boxu, odkud si je převzala specializovaná firma k likvidaci.",4,yes,,yes,
601,UDPipe,obvyklou,obvyklý,ADJ,Výkon reaktorů je však nyní zhruba 25 procent pod obvyklou úrovní.,198,yes,,yes,
602,UDPipe,cestiček,cestička,NOUN,Po PR se lze pohybovat po síti udržovaných cestiček a pěšin.,27,yes,,yes,
603,Stanza,hloupé,hloupý,ADJ,"Pohledy do soukromí jednotlivých postav ozřejmují, co motivovalo akce a výroky, které se zvenčí mohly jevit jako hloupé a iracionální.",350,yes,,yes,
604,UDPipe,mláďat,mládě,NOUN,"Za sezónu má samice jeden až dva vrhy, které obsahují kolem tří až pěti mláďat (maximální uváděný počet je deset).",476,yes,,yes,
605,Stanza,sázkaři,sázkař,NOUN,"Trenér tedy prorotoval sestavu, White Sox v sérii snížili a sázkaři v čele s magnátem Arnoldem Rothsteinem začali panikařit, nechtěli hráčům vyplatit zálohy.",61,yes,,yes,
606,UDPipe,odjezdem,odjezd,NOUN,"Avšak těsně před odjezdem z Buzuluku ministerstvo obrany v Londýně rozhodlo, že vojačky zůstanou v zázemí a na frontu neodjedou.",388,yes,,yes,
607,Stanza,kdy,kdy,ADV,"V šestnácti letech, kdy přišel do dorostu Hajduku, měl futsal jako doplňkovou milovanou aktivitu a zúčastnil se halového turnaje známého jako Cetiri kafica, čtyři kavárny, ve Splitu mimořádná událost, na kterou chodí tisíce fanoušků.",73778,yes,,yes,
608,Stanza,Kopecký,Kopecký,PROPN,"Z původní nominace sice vypadli vinou zranění překážkář Petr Svoboda a desetibojař Ondřej Kopecký, přesto jde o nejvyšší účast českých atletů na evropském šampionátu v historii.",330,yes,,yes,
609,UDPipe,.,.,PUNCT,První vystoupení se odehrálo 30. května 1974 v Performance Studios.,5101671,yes,,yes,
610,UDPipe,práva,právo,NOUN,Podle dnešního verdiktu odvolacího Městského soudu v Praze se mu za výroky o jeho zdraví v době jeho hospitalizace nemusí omlouvat lékařka a někdejší ministryně pro lidská práva Džamila Stehlíková.,7958,yes,,yes,
611,Stanza,znacích,znak,NOUN,Ve znacích už nepoužívá malá písmena.,42,yes,,yes,
612,UDPipe,místem,místo,NOUN,"Divadlo se stalo místem, kde mohl kdokoliv získat potraviny a vodu dodávané Červeným křížem a také zprávy o případných evakuacích.",2827,yes,,yes,
613,Stanza,Developerská,developerský,ADJ,Developerská společnost Panattoni podepsala na půdě Poslanecké sněmovny Parlamentu České republiky spolupráci s Moravskoslezským krajem ohledně participace na revitalizaci brownfieldů.,40,yes,,yes,
614,Stanza,Svojetíně,Svojetín,PROPN,Roku 1919 byla ve Svojetíně zřízena četnická stanice.,1,yes,,yes,
615,UDPipe,terénech,terén,NOUN,"Na mezinárodní úrovni pak i vodění lidí v náročnějším vysokohorském terénu, postup po extrémnějších skalních terénech a podobně.",27,yes,,yes,
616,Stanza,pařížské,pařížský,ADJ,"Akcie francouzské skupiny Kering, do níž patří například značky Balenciaga, Gucci a Bottega Veneta, se na pařížské burze dál propadají.",554,yes,,yes,
617,Stanza,dvě,dva,NUM,"Když byl ve službách Octaviana Fuggera, dedikoval mu dvě sbírky, Cantiones sacrae a knihu mší pro 4-8 hlasů.",36922,yes,,yes,
618,UDPipe,.,.,PUNCT,"O den později se pak stal Petr Horký jedním z prvních lidí na světě, kteří byli svědky okamžiku aktuálně pozměněné značky jižního pólu.",5101671,yes,,yes,
619,UDPipe,vědomi,vědomý,ADJ,"Obžalovaní si byli podle státního zástupce Ondřeje Trčky vědomi, že konají nezákonně.",459,yes,,yes,
620,Stanza,značila,značit,VERB,"Před činem měl manželce poslat poslední SMSku, která značila, že něco není v pořádku.",15,yes,,yes,
621,UDPipe,nehořlavých,hořlavý,ADJ,"Uvnitř skladiště se nacházejí především stavební materiály, z nichž zhruba 70 procent má být nehořlavých.",5,yes,,yes,
622,UDPipe,balíčků,balíček,NOUN,"Připomenu zde, že když se naposledy v Česku handlovalo s podporou či nepodporou ekonomických balíčků, psal se rok 2012 a kauza vedla k zatím nepravomocnému odsouzení tehdejšího premiéra Petra Nečase z podplácení.",337,yes,,yes,
623,Stanza,posádkami,posádka,NOUN,A ještě předtím trénují se svými posádkami.,41,yes,,yes,
624,Stanza,úřadujícími,úřadující,ADJ,"Hlavně sebedůvěra, aby si to úřadujícími šampiony rozdal.",33,yes,,yes,
625,Stanza,napravila,napravit,VERB,"Tenhle omyl z mládí by teď ráda napravila a nahradila mandalu něčím, s čím se dokáže opravdu sžít – hlávkou červeného zelí.",68,yes,,yes,
626,Stanza,DVI,DVI,NOUN,"Proto má DVI konektor rezervu v další lince, ta obsahuje další kroucené páry červené, zelené a modré.",12,no,X,yes,
627,UDPipe,Kachyňou,Kachyňa,PROPN,"Jméno Vladimíra Smutného (81) je pevně spojeno zejména s režiséry Janem Svěrákem, Václavem Marhoulem, Karlem Kachyňou nebo Jiřím Vejdělkem.",9,yes,,yes,
628,UDPipe,.,.,PUNCT,"Pevně doufám, že to ještě mnohokrát uvidím.“",5101671,yes,,yes,
629,UDPipe,a,a,CCONJ,"I druhá polovina září by měla nabídnout teplé a slunečné počasí, uvedl v dlouhodobém výhledu Český hydrometeorologický ústav (ČHMÚ).",1805210,yes,,yes,
630,Stanza,průměrným,průměrný,ADJ,"Já jsem hrdý na to, že naší vládě se povedlo právě ten poměr mezi průměrnou mzdou a průměrným důchodem, respektive podíl průměrného důchodu na průměrné mzdě významně zvýšit.",244,yes,,yes,
631,UDPipe,Ester,Ester,PROPN,"Ráda bych ten bronz z minula vylepšila, vítězství asi není nereálné, ale Ester je hlavní aspirantka na triumf,"" citovala agentura SID Němku Ramonu Hofmeisterovou.",762,yes,,yes,
632,Stanza,tak,tak,ADV,"Je třeba ale dodat, že z ekonomických důvodů se zrušila významná kontrola výpravčího na nástupišti a celá situace při odjezdu tak byla postavená jen na jednom člověku,“ vysvětlila soudkyně Hana Kleinová.",197375,yes,,yes,
633,Stanza,Banérova,Banérův,ADJ,"V tuto chvíli, pod dvojí dělostřeleckou palbou a pod přímým útokem ze tří stran (centrální pěchota, Hornovo levé křídlo a Banérova jízda) bylo jen otázkou času, kdy se Tillyho armáda zhroutí.",1,yes,,yes,
634,UDPipe,Zaèátky,zaèátka,NOUN,Zaèátky zprovozòované kanceláøe bývalého prezidenta Miloše Zemana jsou skromné.,2,yes,,no,začátek
635,UDPipe,FALTYSOVÁ,Faltysová,PROPN,"Druhý vodopád (Dolní Novopacký vodopád) je přibližně o 80 m níže a je vysoký 8 m. SEDLÁČEK, Miroslav, Helena FALTYSOVÁ a Peter MACKOVČIN, ed.",1,yes,,yes,
636,UDPipe,tolerovaná,tolerovaný,ADJ,"Bohužel tím, že je alkohol společensky tolerovaná droga, jeho rizika si uvědomuje jen málokdo.",10,yes,,yes,
637,UDPipe,ratio,ratio,X,"Pak platí, že pro podhodnocenou akcii je typická vysoká zisková marže a nízká hodnota P/S ratio a naopak pro nadhodnocenou akcii je typická nízká zisková marže a vysoká hodnota P/S ratio.",29,yes,,yes,
638,UDPipe,zamířili,zamířit,VERB,Ještě před jednáním o vládní krizi prezident Petr Pavel a premiér Petr Fiala zamířili s dalšími klíčníky uložit korunovační klenoty.,344,yes,,yes,
639,UDPipe,Hanks,Hanks,PROPN,"Právě tomuto projektu Tom Hanks předsedá, proto vlastně nepřekvapí, že výtěžek z aukce jde právě jí.",84,yes,,yes,
640,UDPipe,nastavením,nastavení,NOUN,"Cermat by kromě toho měl podle Hřebeckého vyhodnocovat, jak se daří vybírat nové žáky SŠ, kteří později maturují – přesněji řečeno, jak jsme se dokázali nastavením přijímaček „trefit“",199,yes,,yes,
641,Stanza,téměř,téměř,ADV,Za téměř dvě stě mrtvých tisíce let vězení.,28661,yes,,yes,
642,UDPipe,Křehkost,křehkost,NOUN,"Křehkost se ale neztrácí ani v pozitivním momentu vyjádření blízkosti a naděje, že můžeme porozumět obtížně znatelným hnutím lidské duše,"" pokračuje komponista, pro nějž jsou nedílnou součástí sdělení také jeho základní duchovní principy.",5,yes,,yes,
643,UDPipe,Offsetem,Offset,PROPN,"Poté následovaly singly ""Faded Love"" s rapperem Offsetem a ""Me So Bad"" s rappery Ty Dolla Signem a French Montanou.",1,yes,,yes,
644,Stanza,Kolischová,Kolischová,PROPN,"Nejdřív tvrdily, že ne, pak ale dvě říkaly, že ano,“ popisuje událost ředitelka školky Renata Kolischová.",2,yes,,yes,
645,UDPipe,2505,2505,NUM,Po několika týdnech od událostí na Charu (jaro 2505) dorazil do základny v Umoje Jim Raynor.,6,yes,,yes,
646,Stanza,Dlužníci,dlužník,NOUN,"Dlužníci v rámci druhého kola milostivého léta splatili dluhy za 120 milionů korun, odpustilo se jim penále, úroky či jiné platby za 370 milionů korun.",28,yes,,yes,
647,Stanza,lajnu,lajna,NOUN,"Obranný forhend nasazené dvanáctky přizvedla páska, dosti zaskočená Ruska potom střílela bekhendem za základní lajnu.",424,yes,,yes,
648,UDPipe,Zbylé,zbylý,ADJ,Zbylé zadržené už policie propustila.,251,yes,,yes,
649,UDPipe,skladbou,skladba,NOUN,Česko-norská formace se představila elektronickou taneční skladbou jako poslední z 18 interpretů druhého semifinálového večera.,265,yes,,yes,
650,Stanza,majitelce,majitelka,NOUN,Ali a Tess vyzrají na obchodníka a varieté majitelce zůstává.,82,yes,,yes,
651,Stanza,přizvaným,přizvaný,ADJ,Poslední velký úspěch jim vynesl záznam Mozartových smyčcových kvintetů s přizvaným violistou Antoinem Tamestitem.,1,yes,,yes,
652,Stanza,které,který,DET,"byly tam umístěny tři projektory, které ukazovaly obrázky s tematikou různých stupňů vzdělání v ČSR různých národností.",196838,yes,,yes,
653,UDPipe,sezony,sezona,NOUN,"Fotbalisté AC Milán ani ve třetím utkání nové sezony italské ligy nevyhráli, dnes remizovali 2:2 na hřišti Lazia Řím.",9753,yes,,yes,
