id,tool,token,lemma,assigned_pos,context,absolute_freq,pos_correct,correct_pos,lemma_correct,correct_lemma
490,UDPipe,Τσάβι,Τσάβι,PROPN,Ο δεύτερος είχε αναφέρει σε ένα από τα ΜΜΕ που εργάζεται ότι ο Τσάβι είχε αναγκάσει συνεργάτες του να βάλουν τα κινητά τους τηλέφωνα στο τραπέζι και να τα ανοίξουν για να μαθευτεί ο υπεύθυνος για διαρροή πληροφοριών.,625,yes,,yes,
491,Stanza,Άσαντ,Άσαντ,PROPN,"Με αυτό το στόχο, εκτιμά, η Ρωσία και ο Ερντογάν θα μπορούσαν να επιδιώξουν «να προωθήσουν μια μεταβατική κυβέρνηση χωρίς τον Άσαντ, αλλά με ορισμένα στοιχεία του καθεστώτος του και της αντιπολίτευσης».",982,yes,,yes,
492,UDPipe,φυλών,φυλό,NOUN,Έτσι αναγκάστηκε ο Μάιτα Κάπακ να κηρύξει πόλεμο εναντίον ορισμένων φυλών που κατείχαν στα εδάφη τους ορισμένες πλούσιες πηγές υδάτων ή μεγαλύτερες καλλιεργήσιμες εκτάσεις.,367,yes,,no,φυλή
493,Stanza,UNIP,UNIP,NOUN,Στις εκλογές του Ιανουαρίου του 1964 το UNIP αναδείχθηκε νικητής επί του ANC.,11,no,PROPN,yes,
494,Stanza,",",",",PUNCT,"Ήπιε ένα κονιάκ και μετά πήγε στην κρεβατοκάμαρά του και έπαιζε κιθάρα», είπε ο σερίφης.",4951143,yes,,yes,
495,Stanza,Ein,Ein,X,Πρόσθεσε επίσης ότι θα προσφέρει στα παιδιά της Ουκρανίας όλα τα έσοδα της καθιερωμένης ετήσιας φιλανθρωπικής συναυλίας που πραγματοποιεί με τον σύλλογο «Ein Herz fur kinder» (Μια καρδιά για τα παιδιά).,24,yes,,yes,
496,UDPipe,Τσούμπα,Τσούμπα,PROPN,"Χρειάστηκαν και οι δύο χρόνο, ο Τσούμπα 5-6 μήνες και ο Σφιντέρσκι ένα αντίστοιχο διάστημα.",33,yes,,yes,
497,UDPipe,Ρίκερτ,Ρίκερτ,PROPN,Ο Ρίκερτ είχε γράψει 428,3,yes,,yes,
498,Stanza,τιτλος,τιτλος,NOUN,«Ο φετινος τιτλος μπορει να οδηγησει σε κυριαρχια στο πρωταθλημα»,5,yes,,yes,
499,UDPipe,.,.,PUNCT,"Ο Αλ-Καντίμι είχε υπό την επίβλεψη του μια ομάδα ατόμων διεσπαρμένα σε πολλές χώρες, συμπεριλαμβανομένου του Ιράκ.",4976953,yes,,yes,
500,Stanza,υπομένεις,υπομένω,VERB,Αλλά να υπομένεις ακλόνητα (‘με ακλόνητο νου’): άντεξε!»,5,yes,,yes,
501,UDPipe,Παιδιών,παιδί,NOUN,"Το εν λόγω κτίριο πρόκειται να λειτουργήσει ως κέντρο αναφοράς για την ψυχική υγεία παιδιών και εφήβων, στο πλαίσιο του Δικτύου Αναφοράς για την Ψυχική Υγεία Παιδιών και Εφήβων.",290,yes,,yes,
502,UDPipe,ηχητικής,ηχητικός,ADJ,"Σύμφωνα με την τεχνική περιγραφή, ο Δήμος Σκιάθου χρειάζεται την προμήθεια και εγκατάσταση ενός συστήματος ηχητικής αναμετάδοσης προκειμένου να καλύπτονται με τον καλύτερο τρόπο οι εκδηλώσεις, αλλά και για την κάλυψη των εθνικών εορτών.",34,yes,,yes,
503,UDPipe,ανεπιτυχώς,ανεπιτυχώς,ADV,"Όταν η πρώην βασίλισσα μεταφέρθηκε στην Conciergerie, στις 2 Αυγούστου 1793, τόσο η Ελισάβετ όσο και η ανιψιά της ζήτησαν ανεπιτυχώς να την ακολουθήσουν.",299,yes,,yes,
504,Stanza,τηλεπικοινωνιακούς,τηλεπικοινωνιακός,ADJ,"Τα στοιχεία υπάρχουν στην ΕΥΠ, στην Εισαγγελία και στους τηλεπικοινωνιακούς παρόχους, δεν τα κάψαμε όπως κάνατε εσείς (σ.σ. τα στοιχεία για τον κ. Ανδρουλάκη), τα παραδώσαμε σε εσάς.",34,yes,,yes,
505,Stanza,λυκειοκόριτσο,λυκειοκόριτσο,NOUN,"Το γυμνασιοκόριτσο όμως δε θέλει να μείνει μόνο εκεί, θέλει να γίνει και λυκειοκόριτσο, για αυτό θα συνεχίσω και στο λύκειο, και πού ξέρεις, μπορεί μια μέρα να γίνει και φοιτήτρια σε κάποιο ανώτερο εκπαιδευτικό ίδρυμα!",1,hes,,hes,
506,Stanza,“νόμο,ύνόμος,NOUN,Η ΕΠΟ σύστησε πενταμελή επιτροπή για να συναντήσει τις FIFA/UEFA και να ζητήσει παρέμβαση στο “νόμο Αυγενάκη”,6,no,"PUNCT, NOUN",no,""", νόμος"
507,UDPipe,3,3,NUM,Το Αλγέρι έχει πληθυσμό περίπου 3.,114739,yes,,yes,
508,Stanza,Αρετάκειου,αρετάκειος,ADJ,"Ο νυν Δήμαρχος του νησιού περπατούσε στον μικρό πεζόδρομο και είχε μαζί του μία μικρή τσάντα που περιείχε 550.000 ευρώ, τα οποία προορίζονταν για πληρωμές για την κατασκευή του Αρετάκειου Σχολείου, στην ορεινή Ζάκυνθο.",1,no,PROPN,no,Αρετάκειο
509,Stanza,με,με,ADP,Τα γράμματα δεν υπάρχουν στο αραβικό αλφάβητο επισημαίνονται με ένα κίτρινο κύκλο.,1444924,yes,,yes,
510,UDPipe,χάνει,χάνω,VERB,"Ο μέσα σε μηδέν χρόνο διαλύθηκε, η ΝΔ μέσα σε ένα χρόνο χάνει 13 μονάδες.",3185,yes,,yes,
511,UDPipe,διατροφικές,διατροφικός,ADJ,"Εκτός από το ανοσοποιητικό σου σύστημα, παράλληλα θα χαρίσεις στο σώμα σου την απαραίτητη αποτοξίνωση – μετά από μία γεμάτη από διατροφικές ατασθαλίες μέρα, ενώ θα ξεχάσεις μία και καλή τι εστί δυσκοιλιότητα.",588,yes,,yes,
512,Stanza,",",",",PUNCT,"Η φράση αυτή μπορεί να σημαίνει ότι δεν αποκλείεται μια νέα παύση, αφού είναι ταυτόσημη με εκείνη που χρησιμοποίησε η Fed τον Ιούνιο, όταν διατήρησε αμετάβλητα τα επιτόκια προκειμένου να μελετήσει την εξέλιξη της οικονομίας το επόμενο διάστημα.",4951143,yes,,yes,
513,UDPipe,υπάρχεις,υπάρχω,VERB,Όπως χρειάζεται για αυτές που σου μαθαίνουν ότι υπάρχεις.,52,yes,,yes,
514,UDPipe,τακουνιά,τακουνιά,NOUN,"Στο πρώτο ματς των «τρικολόρ» για το νέο Nations League απέναντι στη Δανία, ήταν ο σκόρερ για την εθνική ομάδα της πατρίδας του από ασίστ του Ενκουνκού με τακουνιά, προτού οι Σκανδιναβοί καταφέρουν με τον Κορνέλιους να κάνουν την ανατροπή.",2,yes,,yes,
515,Stanza,Flashnews.gr,Flashnews.gr,X,"Σύμφωνα με τον δήμαρχο Αποκορώνου Χαράλαμπο Κουκιανάκη που επικοινώνησε το Flashnews.gr δεν έχουν διαπιστωθεί άλλου είδους ζημιές σε κατοικίες, ενώ δεν έχουν προκύψει προβλήματα με το δίκτυο ρεύματος ή τηλεπικοινωνιών στην περιοχή.",7,yes,,yes,
516,Stanza,λαμβανόταν,λαμβάνω,VERB,"Ο Μακβέι αρχικά σκόπευε μόνο να καταστρέψει ένα ομοσπονδιακό κτίριο, αλλά μετέπειτα αποφάσισε ότι το μήνυμά του θα λαμβανόταν καλύτερα αν πολλοί άνθρωποι σκοτώνονταν στην έκρηξη.",23,yes,,yes,
517,Stanza,εντυπωσιάστηκε,εντυπωσιάζω,VERB,"Ερευνώντας τη Συνωμοσία της 20ης Ιουλίου, συγκινήθηκε και εντυπωσιάστηκε με το γεγονός ότι οι συνωμότες γνώριζαν τι θα συνέβαινε αν η απόπειρα δολοφονίας αποδεικνυόταν αποτυχημένη και ήθελε να κάνει την ιστορία τους γνωστή.",159,yes,,yes,
518,Stanza,Generalmajor,Generalmajor,X,"Όταν τα νέα της μάχης έφτασαν στη Γερμανία, ο Λέτοβ-Φόρμπεκ προήχθει σε Υποστράτηγο (Generalmajor).",4,yes,,yes,
519,Stanza,Ανδριανή,ανδριανός,ADJ,"Η Ανδριανή και ο κυνηγός», όπως τιτλοφορείται το νέο μυθιστόρημα της Ελένης Δικαίου, δεν χρειάστηκε παρά ελάχιστες εβδομάδες για να εξαντληθεί η πρώτη έκδοση.",14,no,PROPN,no,Ανδριανή
520,Stanza,κατάγγειλε,καταγγέλλω,VERB,"Η COAG (Συντονιστική Αγροτών και Κτηνοτρόφων) κατάγγειλε ότι οι προβλέψεις αυτές είναι “ύποπτες και ψευδείς”, αφού κανένα κράτος της ΕΕ δεν έχει δώσει στοιχεία της ερχόμενης παραγωγής.",22,yes,,yes,
521,UDPipe,χώρα,χώρα,NOUN,"Οι ζημιές αυτές αφορούσαν το διάστημα από το 2011, όταν είχε ξεκινήσει ο εμφύλιος πόλεμος στη χώρα.",59854,yes,,yes,
522,UDPipe,ειρηνικά,ειρηνικά,ADV,Ο Κωνσταντίνος και η Θεοδότη φαίνεται να έχουν προσπαθήσει να συμφιλιωθούν ειρηνικά με τους επικριτές τους για τα δύο πρώτα χρόνια του γάμου τους.,492,yes,,yes,
523,Stanza,ανακαίνισης,ανακαίνιση,NOUN,"Εγκρίθηκε από τη Διυπουργική Επιτροπή η ένταξη στον κατάλογο των έργων ΣΔΙΤ της ολικής ανακαίνισης της παλαιάς Φοιτητικής Εστίας της Πολυτεχνειούπολης Ζωγράφου (ΦΕΖ), προϋπολογισμού 40.000.000.",376,yes,,yes,
524,Stanza,Ποπέσκου,Ποπέσκος,PROPN,"Κατά τη συνάντησή του υπουργού Εξωτερικών με τον αναπληρωτή πρωθυπουργό και ομόλογό του της Μολδαβίας Νίκου Ποπέσκου, στο επίκεντρο βρέθηκε η ανάπτυξη των διμερών σχέσεων, ιδιαίτερα υπό το φως της απόφασης για άνοιγμα ελληνικής πρεσβείας στο Κισινάου.",28,yes,,no,Ποπέσκου
525,Stanza,τα,ο,DET,"Σε συνεργασία με το συντονιστικό κέντρο πολιτικής προστασίας Λάρισας, προσφέραμε τον εξοπλισμό και τα είδη πρώτη ανάγκης, που μας ζητήθηκαν και ήταν αναγκαία εκείνες τις πρώτες ώρες και ημέρες της κρίσης.",1102952,yes,,yes,
526,UDPipe,να,να,SCONJ,"Οι ενέργειες μείωσης του κόστους της Ford είναι οι τελευταίες σε μια σειρά προσπαθειών των εταιρειών να μειώσουν το κόστος και τον αριθμό των εργαζομένων εν μέσω φόβων για πιθανή ύφεση, με τον πληθωρισμό να κυμαίνεται κοντά σε υψηλό 40 ετών.",1922273,yes,,yes,
527,UDPipe,συγγραφέων,συγγραφέας,NOUN,Πρόκειται για μια φιλολογική διαμάχη που ξέσπασε στη Γαλλία από το 1659 έως το τέλος του αιώνα αναφορικά με την υπεροχή αρχαίων και νεότερων συγγραφέων.,530,yes,,yes,
528,Stanza,γυρίζουν,γυρίζω,VERB,"Τα ίδια ακριβώς ισχύουν και για τον Πέρεθ, που βρίσκεται σε καλή αγωνιστική κατάσταση και αναμένεται να ξεκινήσει στην ενδεκάδα, στην οποία μάλλον γυρίζουν και οι Βαγιαννίδης, Παλάσιος.",314,yes,,yes,
529,UDPipe,επιτυχημένοι,επιτυχημένος,VERB,"Αν και αρκετά επιτυχημένοι πολεμιστές, οι κάτοικοι παρέμεναν ήσυχοι και ειρηνιστές Strabo;",131,no,ADJ,yes,
530,UDPipe,Πολιτικά,πολιτικός,ADJ,"Πολιτικά παιχνίδια και εθνικιστικές αναφορές στην πλάτη μας δεν είναι αποδεκτές, απ’ όπου κι αν προέρχονται.",171,yes,,yes,
531,Stanza,επίσης,επίσης,ADV,"Για τις τιμές του μηνός Μαΐου, όπου φαίνεται υπάρχει μια σταθεροποίηση και ελαφρά επίσης μείωση των τιμών, θα έχουμε την τελική ανάρτηση μετά και την κρατική επιδότηση που θα αποφασίσει το υπουργείο Περιβάλλοντος και Ενέργειας».",82789,yes,,yes,
532,UDPipe,Μπούργος,Μπούργος,PROPN,Οι παίκτες του Μπούργος καλούνται να διαχειριστούν ακόμη καλύτερα τις δυνάμεις τους για να αντέξουν οι παίκτες πρώτης γραμμής 12-13 τον αριθμό για περισσότερο χρόνο σε υψηλό επίπεδο.,218,yes,,yes,
533,Stanza,πούλιες,πούλιος,ADJ,"Η Ισπανίδα influencer και μοντέλο έδειχνε εντυπωσιακή φορώντας ένα χρυσό λαμπερό φόρεμα, δημιουργίας του διάσημου σχεδιαστή «Ali Karoui», το οποίο ήταν διακοσμημένο με εκατοντάδες πούλιες.",25,no,NOUN,no,πούλια
534,Stanza,αντεπιστέλλον,αντεπιστέλλος,ADJ,Το 1879 ο Χαρέτ έγινε αντεπιστέλλον μέλος και το 1892 πλήρες μέλος της Ρουμανικής Ακαδημίας.,45,yes,,no,αντεπιστέλλων
535,UDPipe,αδίστακτοι,αδίστακτος,ADJ,"Τα μέλη της εγκληματικής οργάνωσης δημοσίευαν φωτογραφίες στα κοινωνικά δίκτυα, θέλοντας έτσι να στείλουν «μηνύματα» στους αντιπάλους τους για το πόσο αδίστακτοι είναι.",67,yes,,yes,
536,Stanza,1.9,1.9,NUM,"Η Ράτσα αγωνιζόταν στην Ανόρθωση, έχοντας πέρσι σε 16 συμμετοχές κατά μέσο όρο 15 πόντους, 6.1 ριμπάουντ, 2.6 ασίστ και 1.9 κλεψίματα.",48,yes,,yes,
537,Stanza,Πέταρ,Πέταρ,X,Ο Πέταρ Ντένωφ ορίζει την Παγκόσμια Λευκή Αδελφότητα ως εξής:,65,no,PROPN,yes,
538,Stanza,Καππαδοκία,Καππαδοκία,PROPN,"Θέλω να συνεχίσω την έρευνα πηγαίνοντας στην Καππαδοκία, επειδή εστιάζω πιο πολύ στο γεωλογικό κομμάτι, για να δω την υπόσκαφη ιστορία της Καππαδοκίας.",98,yes,,yes,
539,Stanza,Μαριανός,μαριανός,PROPN,"Ο Ανδρέας Μαριανός ασχολήθηκε και με το θέατρο, έχοντας ρόλους σε παραστάσεις όπως οι: Αρχιμάστορας Σόλνες (2019), Το Βάρος του Σώματος (2019), 2 Ιστορίες Επιλεκτικής Μνήμης (2016), Σάλπιγγα του Αγγέλου (2017).",9,yes,,no,Μαριανός
540,Stanza,techno,techno,X,"Το γρήγορο gameplay του, υψηλής ποιότητας οπτικά εφέ και εμφανή techno soundtracks έχουν αναφερθεί ως σήματα κατατεθέν της σειράς.",27,yes,,yes,
541,Stanza,απογοητεύει,απογοητεύω,VERB,Δεν μπορεί το κράτος να συνεχίσει να απογοητεύει τους πολίτες του».,86,yes,,yes,
542,Stanza,ανθίζει,ανθίζω,VERB,Οι ειδικοί προβλέπουν ότι το ρούβλι μπορεί να χρειαστεί να υποτιμηθεί κατά 22-35% με ότι μπορεί να σημαίνει αυτό για το εισαγωγικό εμπόριο το οποίο έχει συρρικνωθεί επισήμως αλλά ανθίζει στη μαύρη οικονομία.,183,yes,,yes,
543,UDPipe,περιχύνουμε,περιχύνω,VERB,"Στεγνώνουμε το κοτόπουλο με χαρτί κουζίνας, περιχύνουμε με το υπόλοιπο λάδι της σούπας και αλατοπιπερώνουμε.",53,yes,,yes,
544,UDPipe,«West,«west,X,"Γιούαν ΜακΓκρέγκορ επιστρέφει στο «West End» τουγια πρώτη φορά μετά από 17 χρόνια για να πρωταγωνιστήσει στο νέο θεατρικό έργο της Λάιλα Ρέιτσεκ «My Master Builder», εμπνευσμένο από το έργο του Ερρίκου Ίψεν του 1892.",17,no,"PUNCT, X",no,"«, West"
545,UDPipe,πόλης,πόλη,NOUN,"Ένοπλος τραυμάτισε σοβαρά έναν άνθρωπο κοντά σε δημοτικό σχολείο της πόλης Μπράμσε, στην Κάτω Σαξονία της Γερμανίας, προτού αυτοπυροβοληθεί, δήλωσε εκπρόσωπος της αστυνομίας της πόλης Όσναμπρουκ.",19418,yes,,yes,
546,UDPipe,τραύμα,τραύμα,NOUN,"Διασώστες του ισραηλινού στρατού περιέγραψαν τη σκηνή που αντιμετώπισαν όταν έφτασαν για να περισυλλέξουν τους τραυματίες, λέγοντας: «Είδαμε τον άνδρα αναίσθητο δίπλα στο αυτοκίνητό του με σοβαρό τραύμα στο κεφάλι από θραύσματα.",1423,yes,,yes,
547,Stanza,–,–,PUNCT,"Έφερε στον κόσμο ένα κοριτσάκι και συνέχισε τη ζωή της – μέχρι που ο Τζον Μπαρνς έμαθε για την τότε 5χρονη κόρη τους, το 2011.",96248,yes,,yes,
548,Stanza,πάροχοι,πάροχος,NOUN,Οι πάροχοι POS τεστάρουν τη σύζευξη με τα μοντέλα των ταμειακών μηχανών για να διαπιστώσουν εάν τα διάφορα τερματικά και ταμειακές που κυκλοφορούν στην αγορά διασυνδέονται χωρίς προβλήματα.,391,yes,,yes,
549,UDPipe,Συμβολίζουν,συμβολίζω,VERB,"Συμβολίζουν την αγάπη και την ευτυχία, καθιστώντας τα κατάλληλα για τα υπνοδωμάτια.",9,yes,,yes,
550,UDPipe,προσθέτουμε,προσθέτω,VERB,"Σε ένα ταψί βάζουμε τον και προσθέτουμε τα κρεμμυδάκια με τη σάλτσα τους, τα δαμάσκηνα το υπόλοιπο ελαιόλαδο, αλάτι και πιπέρι.",841,yes,,yes,
551,Stanza,ύστερη,ύστερος,ADJ,"Κατά την ύστερη αρχαιότητα, η περιοχή φιλοξενεί τη ρωμαϊκή κατοχή, όπως αποδεικνύουν τα αρχαιολογικά ευρήματα που βρέθηκαν κοντά στο κέντρο.",164,yes,,yes,
552,UDPipe,μεταγωγές,μεταγωγή,NOUN,Ήδη έχει ξεκινήσει ο διαχωρισμός των κρατουμένων έχοντας κάνει συνολικά 3.500 μεταγωγές.,31,yes,,yes,
553,Stanza,τυχη,τυχη,NOUN,Ο Προφεσορ προτείνει ένα μόλις παιχνίδι με την ελπίδα ότι η τυχη θα σταθεί ξανά στο πλευρό του.,15,yes,,ni,τύχη
554,UDPipe,ήρωας,ήρωας,NOUN,"Η Αστρέλια, ένας φανταστικός ήρωας από άλλον πλανήτη, είναι αντιμέτωπη με την πραγματική καθημερινότητα πολλών παιδιών.",1033,yes,,yes,
555,Stanza,καταρρίπτονται,καταρρίπτω,VERB,Το ένα μετά το άλλο καταρρίπτονται τα ρεκόρ των που καταγράφονται το πρώτο τρίμηνο του 2024 στην Ελλάδα.,53,yes,,yes,
556,Stanza,ανταγωνιστής,ανταγωνιστής,NOUN,"Η υπόθεση μετά και τις διαστάσεις που έλαβε οδηγείται στον εισαγγελέα με τον επιχειρηματία, πάντως, να υποστηρίζει μιλώντας αποκλειστικά στο OPEN ότι όλα είναι νόμιμα και ότι το βίντεο το δημοσιοποίησε ανταγωνιστής του.",161,yes,,yes,
557,Stanza,ασύλληπτο,ασύλληπτος,ADJ,"Το ασύλληπτο ρεκόρ 26 χρόνων, η μάχη με τον καρκίνο και το μήνυμα που στέλνει.",113,yes,,yes,
558,UDPipe,Ζωγραφικής,ζωγραφικός,ADJ,"Τα χρόνια 1918-21 ήταν Καθηγητής Ζωγραφικής στα Ελεύθερα Κρατικά Καλλιτεχνικά Εργαστήρια (ΣΒΟΜΑΣ), στα Ανώτερα Κρατικά Καλλιτεχνικά και Τεχνικά Εργαστήρια (ΒΧΟΥΤΕΜΑΣ) και κατά την περίοδο 1920-21 ήταν μέλος του Ινστιτούτου Καλλιτεχνικής Παιδείας (ΙΝΧΟΥΚ).",78,no,NOUN,no,ζωγραφική
559,UDPipe,ΠΓΕ,ΠΓΕ,NOUN,"Στην περιοχή των Μεγάρων οι παραγωγοί μπορούν να χρησιμοποιούν το ΠΓΕ Γεράνια για σταθερά λευκά, ροζέ και ερυθρά κρασιά.",25,no,PROPN,yes,
560,UDPipe,τον,ο,DET,Λίγο πριν τις 4 τα ξημερώματα της Τετάρτης έκλεισε και πάλι η νέα Εθνική Οδός Αθηνών – Κορίνθου από τον κόμβο των Αγίων Θεοδώρων μέχρι την Επίδαυρο.,882827,yes,,yes,
561,Stanza,ανορεξίας,ανορεξία,NOUN,Σε περιπτώσεις εφηβικής νευρικής ανορεξίας στις οποίες χρησιμοποιείται η οικογενειακή θεραπεία το 75% των περιπτώσεων έχει μια καλή έκβαση και ένα πρόσθετο 15% παρουσιάζει μια ενδιάμεση αλλά ακόμη πιο θετική έκβαση.,35,yes,,yes,
562,Stanza,Χάιντριχ,Χάιντριχ,X,"Οι Ειδικές Ομάδες, κατ' εντολή του Χάιντριχ, τηρούσαν λεπτομερές αρχείο, συμπεριλαμβανομένου και του αριθμού των εκτελεσθέντων και δεν ήταν σπάνιες οι περιπτώσεις που οι ομάδες έκαναν διαγωνισμό για το ποια θα επιτύγχανε μεγαλύτερους αριθμούς.",70,no,PROPN,yes,
563,Stanza,Γκάσπελχοφ,Γκάσπελχοφ,X,"Στις αρχές του 1970 και 1980, η νέα αστικοποίηση εμφανίστηκε στο προσκήνιο με τα αστικά οράματα και τα θεωρητικά μοντέλα που στόχευαν στην επανοικοδόμηση μιας """,1,no,PROPN,yes,
564,Stanza,δυστυχίας,δυστυχία,NOUN,"Βάλε κι’ άλλο πιάτο στο τραπέζι, κάτι που συμβολικά τονίζει και λέγει πως το λυκόφως για ένα τέρμενο δυστυχίας και ανελευθερίας είναι προφανές.",77,yes,,yes,
565,Stanza,οριστικοποίηση,οριστικοποίηση,NOUN,"Μετά την οριστικοποίηση των διαπραγματεύσεων ανάμεσα στο Ιράν και τις ΗΠΑ για την απελευθέρωση φυλακισμένων στις δύο χώρες, θα αποδεσμευτούν ιρανικοί πόροι επτά δισεκατομμυρίων δολαρίων», μετέδωσε το ιρανικό κρατικό πρακτορείο ειδήσεων IRNA.",199,yes,,yes,
566,UDPipe,εκπληρώσω,εκπληρώνω,VERB,Έρχομαι με θετική ατζέντα» Έρχομαι με πολύ μεγάλη χαρά για να εκπληρώσω τους δικούς μου στόχους και βέβαια της ομάδας.,42,yes,,yes,
567,UDPipe,ξαναφέρει,ξαναφέρω,VERB,"Ναι, καλά διαβάσατε, η ΕΠΟ έχει επικοινωνήσει με την πλευρά του ολλανδού τεχνικού και είναι πιθανό να υπάρξει ανατροπή δεδομένων και να ξαναφέρει τον προ λίγων ημερών προπονητή της Εθνικής.",58,yes,,no,ξαναφέρνω
568,Stanza,δεσμεύσουμε,δεσμεύω,VERB,"Π.χ. πέτυχε να δεσμεύσουμε 11,6 δισ.",12,yes,,yes,
569,UDPipe,μανία,μανία,NOUN,"Συνεχίζει ρωτώντας ρητορικά ""Κι αν ήσουν παντρεμένη με Θράκα που είχε πολλές γυναίκες, τι θα έκανες; Από τη μανία σου να βρεθείς μαζί του στο κρεβάτι θα τις σκότωνες όλες;""",707,yes,,yes,
570,UDPipe,",",",",PUNCT,"Ωστόσο, θα θέλαμε να σας παρακαλέσουμε, όσοι από εσάς θέλετε να είστε κοντά μας εκείνη τη μέρα και δεν έχετε λάβει προσκλητήριο γάμου μπορείτε να έρθετε και να μας ευχηθείτε στην εκκλησία του Αποστόλου Ανδρέα (Χαράκη), Λεμεσού στις 5.",4675206,yes,,yes,
571,Stanza,Στηρίζεται,στηρίζω,VERB,Στηρίζεται κατά βάση στη συνέπεια των πολιτικών κι όχι μόνο.,60,yes,,yes,
572,Stanza,954.000,954.000,NUM,Τον Σεπτέμβριο θα ξαναπάω περιοδεία στην Αμερική»,2,yes,,yes,
573,UDPipe,νοιάζει,νοιάζω,VERB,Εμένα τι με νοιάζει;,863,yes,,yes,
574,UDPipe,ζώνη,ζώνη,NOUN,"Τέλος, στον Δήμο Καλαμαριάς στην Ε΄ ζώνη η τιμή ανά τ.μ.",5004,yes,,yes,
575,UDPipe,υποδεχθεί,υποδέχομαι,VERB,"Όσο για την αυλαία της 10ης αγωνιστικής, στο πρόγραμμα της οποίας δεσπόζουν τα ντέρμπι Ηρακλής Μαριτσών-Διαγόρας Βατίου και Ιάλυσος-Φοίβος, ανοίγει την Παρασκευή το απόγευμα στο γήπεδο Κοσκινού, όπου ο τοπικός Διγενής θα υποδεχθεί τον Ποσειδώνα Καρπάθου.",937,yes,,yes,
576,Stanza,αναγκαζόμαστε,αναγκάζω,VERB,"Δυστυχώς, για ακόμα μια φορά μέσα σε σύντομο χρονικό διάστημα αναγκαζόμαστε να αποχαιρετήσουμε ένα ιδιαίτερα αγαπητό άνθρωπο στην κοινωνία του χωριού μας.",86,yes,,yes,
577,UDPipe,Μπόμπαν,Μπόμπαν,PROPN,"Ο Μπόμπαν Μαριάνοβιτς επέστρεψε ως αντίπαλος στη Λιθουανία και παρά τα λίγα παιχνίδια, που είχε με τη Ζάλγκιρις, έχει δημιουργήσει σχέσεις ζωής με τον Γιανκούνας.",33,yes,,yes,
578,UDPipe,Κιοσέμ,Κιοσέμ,PROPN,Αυτό έδωσε τη δυνατότητα στην Κιοσέμ να παραμείνει στην εξουσία.,9,yes,,yes,
579,Stanza,1672,1672,NOUN,"Αν και δεν υπάρχουν αποδείξεις ότι ο Ράουσντελ κατείχε γαίες ή μετοχές, φαίνεται ότι είχε οικονομική άνεση, ακόμη και μετά το Rampjaar (έτσι αποκαλείται το έτος 1672 λόγω της γαλλικής εισβολής στην Ολλανδία).",58,yes,,yes,
580,Stanza,Nautical,Nautical,X,"Έντονη φημολογία υπάρχει τις τελευταίες ώρες πως τουρκική φρεγάτα που παρακολουθεί το ερευνητικό σκάφος Nautical Geo και τις προπαρασκευαστικές εργασίες του για την πιθανή χάραξη του EastMed, έφτασε στα 2 ναυτικά μίλια από την Κρήτη.",37,yes,,yes,
581,UDPipe,Αζέρα,αζέρα,PROPN,Ήταν η πρώτη Αζέρα που έγινε δόκτορας ιατρικών επιστημών και καθηγήτρια.,2,no,ADJ,no,Αζέρος
582,UDPipe,παιδίατρο,παιδίατρο,NOUN,Να πραγματοποιηθεί η διατροφή των παιδιών από κατάλληλο εξειδικευμένο διαιτολόγο και να υπάρχει πλήρη παρακολούθηση από παιδίατρο.,134,yes,,no,παιδίατρος
583,UDPipe,(1700,(1700,NOUN,Ο Φρειδερίκος Δ΄ έλαβε μέρος στον Μεγάλο Βόρειο Πόλεμο (1700-2,13,no,"PUNCT, NUM",no,"(, 1700"
584,UDPipe,ανώμαλες,ανώμαλος,ADJ,"Ο γιατρός της έστειλε τη μητέρα δύο παιδιών στην κλινική μαστού για υπερηχογράφημα και «τότε ήταν που βρήκαν πέντε μυστηριώδεις περιοχές που έμοιαζαν λίγο ανώμαλες», λέει η γυναίκα, η οποία ήταν 49 ετών τότε.",22,yes,,yes,
585,UDPipe,φέροντας,φέρω,VERB,"Ο Ρα ήταν η ηλιακή θεότητα, ο φέροντας το φως και επομένως ο υποστηρικτής του Ματά.",190,yes,,yes,
586,UDPipe,",",",",PUNCT,"Αυτό με τη σειρά του μπορεί να συμβάλει στην ανάπτυξη της κατάθλιψης, αυξάνοντας το οξειδωτικό στρες, τη βλάβη του DNA και τον κυτταρικό θάνατο στο σώμα.",4675206,yes,,yes,
587,Stanza,χειρότερος,κακός,ADJ,"Ο αδελφός του είναι σαν αυτόν, μπορεί και χειρότερος.",304,yes,,yes,
588,Stanza,παρανόηση,παρανόηση,NOUN,"Για να μην συμβεί παρανόηση με τα υπόλοιπα κανάλια, ήσασταν έξω από το σπίτι μου χωρίς να το γνωρίζω» είπε ο Σπύρος Μπιμπίλας.",103,yes,,yes,
589,Stanza,εβδομάδες,εβδομάδα,NOUN,Οι δυο τους αντάλλασσαν μηνύματα για εβδομάδες.,11254,yes,,yes,
590,Stanza,μεταρρυθμιστών,μεταρρυθμιστής,NOUN,"Το Συμβούλιο των Κηδεμόνων απέρριψε τις υποψηφιότητες 5.200 ατόμων, κυρίως μεταρρυθμιστών και αποχώρησαν 612 άτομα.",24,yes,,yes,
